show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,title_norm,tconst,titleType,primaryTitle,originalTitle,startYear,genres,averageRating,numVotes,primaryTitle_norm
s4617,Movie,Big Miracle,Ken Kwapis,"Drew Barrymore, John Krasinski, Kristen Bell, Dermot Mulroney, Tim Blake Nelson, Vinessa Shaw, Ted Danson, Stephen Root, Rob Riggle, Michael Gaston","United States, United Kingdom","September 30, 2018",2012,PG,107 min,"Children & Family Movies, Dramas","After a reporter writes about whales trapped in the Arctic Circle, the U.S. and U.S.S.R. team up to rescue them in this tale inspired by true events.",big miracle,tt1430615,movie,Big Miracle,Big Miracle,2012.0,"Biography,Drama,Romance",6.5,21109.0,big miracle
s4617,Movie,Big Miracle,Ken Kwapis,"Drew Barrymore, John Krasinski, Kristen Bell, Dermot Mulroney, Tim Blake Nelson, Vinessa Shaw, Ted Danson, Stephen Root, Rob Riggle, Michael Gaston","United States, United Kingdom","September 30, 2018",2012,PG,107 min,"Children & Family Movies, Dramas","After a reporter writes about whales trapped in the Arctic Circle, the U.S. and U.S.S.R. team up to rescue them in this tale inspired by true events.",big miracle,tt3061236,tvEpisode,Big Miracle,Big Miracle,2012.0,Documentary,,,big miracle
s4618,Movie,Paradise Lost,Monique Gardenberg,"Júlio Andrade, Lee Taylor, Hermila Guedes, Julia Konrad, Erasmo Carlos, Marjorie Estiano, Seu Jorge, Jaloo, Felipe Abib, Humberto Carrão, Malu Galli",Brazil,"September 29, 2018",2018,TV-MA,111 min,"Dramas, Independent Movies, International Movies","A cop moonlights as the bodyguard for a young drag queen at a nightclub, and grows closer to the family of misfit singers that perform there.",paradise lost,tt6603292,tvEpisode,Paradise Lost,Paradise Lost,2018.0,"Documentary,History",,,paradise lost
s4618,Movie,Paradise Lost,Monique Gardenberg,"Júlio Andrade, Lee Taylor, Hermila Guedes, Julia Konrad, Erasmo Carlos, Marjorie Estiano, Seu Jorge, Jaloo, Felipe Abib, Humberto Carrão, Malu Galli",Brazil,"September 29, 2018",2018,TV-MA,111 min,"Dramas, Independent Movies, International Movies","A cop moonlights as the bodyguard for a young drag queen at a nightclub, and grows closer to the family of misfit singers that perform there.",paradise lost,tt7906718,short,Paradise Lost,Paradise Lost,2018.0,"Drama,History,Mystery",,,paradise lost
s4618,Movie,Paradise Lost,Monique Gardenberg,"Júlio Andrade, Lee Taylor, Hermila Guedes, Julia Konrad, Erasmo Carlos, Marjorie Estiano, Seu Jorge, Jaloo, Felipe Abib, Humberto Carrão, Malu Galli",Brazil,"September 29, 2018",2018,TV-MA,111 min,"Dramas, Independent Movies, International Movies","A cop moonlights as the bodyguard for a young drag queen at a nightclub, and grows closer to the family of misfit singers that perform there.",paradise lost,tt9083202,tvEpisode,Paradise Lost,Paradise Lost,2018.0,"Crime,Documentary",7.0,118.0,paradise lost
s4626,Movie,Two Catalonias,"Álvaro Longoria, Gerardo Olivares",,Spain,"September 28, 2018",2018,TV-MA,117 min,"Documentaries, International Movies",Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.,two catalonias,tt8893608,movie,Two Catalonias,Dos Cataluñas,2018.0,"Documentary,History,News",6.4,822.0,two catalonias
s4631,Movie,Quincy,"Rashida Jones, Alan Hicks",Quincy Jones,United States,"September 21, 2018",2018,TV-MA,124 min,"Documentaries, Music & Musicals","This documentary profiles music and culture icon Quincy Jones, offering unprecedented access to his private life and stories from his unparalleled career.",quincy,tt7440432,movie,Quincy,Quincy,2018.0,"Biography,Documentary",7.6,5618.0,quincy
s4638,TV Show,Boca Juniors Confidential,,,,"September 14, 2018",2018,TV-PG,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows","Players, fans and staff of soccer powerhouse Boca Juniors provide an exclusive, behind-the-scenes look at Argentina's legendary club.",boca juniors confidential,tt8893546,tvSeries,Boca Juniors Confidential,Boca Juniors Confidencial,2018.0,"Documentary,Sport",6.3,416.0,boca juniors confidential
s4642,Movie,The Angel,Ariel Vromen,"Marwan Kenzari, Hannah Ware, Toby Kebbell, Waleed Zuaiter, Maisa Abd Elhadi, Sasson Gabai, Mickey Leon, Ori Pfeffer, Slimane Dazi","Israel, United States","September 14, 2018",2018,TV-MA,114 min,"Dramas, International Movies, Thrillers","As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.",the angel,tt5968274,movie,The Angel,The Angel,2018.0,"Action,Biography,Drama",6.7,16352.0,the angel
s4644,TV Show,The Rise of Phoenixes,,"Chen Kun, Ni Ni, Zhao Lixin, Ni Dahong, Yuan Hong, Wang Ou, Bai Jinting, Zhang Xiaochen, Mei Ting, Liu Mintao, Yu Mingjia, Hou Yansong, Hai Yitian, Shi An, Shao Tong",China,"September 14, 2018",2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Action & Adventure","When a secret from the past rears its head, a respected court scholar must choose between avenging her family and staying true to the prince she loves.",the rise of phoenixes,tt7052634,tvSeries,The Rise of Phoenixes,Tian sheng chang ge,2018.0,"Drama,History,Romance",8.3,1919.0,the rise of phoenixes
s4645,Movie,Reversing Roe,,"Ricki Stern, Annie Sundberg",United States,"September 13, 2018",2018,TV-14,100 min,Documentaries,"Through interviews with abortion rights supporters and opponents, this film lifts the lid on a decades-long political campaign to overturn Roe v. Wade.",reversing roe,tt8948614,movie,Reversing Roe,Reversing Roe,2018.0,Documentary,7.5,1871.0,reversing roe
s4646,TV Show,Life,,"Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin",South Korea,"September 12, 2018",2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.",life,tt7822636,tvEpisode,Life,Life,2018.0,Documentary,,,life
s4646,TV Show,Life,,"Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin",South Korea,"September 12, 2018",2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.",life,tt7822696,tvEpisode,Life,Life,2018.0,Documentary,,,life
s4646,TV Show,Life,,"Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin",South Korea,"September 12, 2018",2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.",life,tt8346658,tvEpisode,Life,Life,2018.0,Documentary,,,life
s4646,TV Show,Life,,"Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin",South Korea,"September 12, 2018",2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.",life,tt8427496,short,Life,Life,2018.0,"Documentary,Short",,,life
s4646,TV Show,Life,,"Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin",South Korea,"September 12, 2018",2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.",life,tt8634108,tvEpisode,Life,Life,2018.0,Documentary,,,life
s4646,TV Show,Life,,"Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin",South Korea,"September 12, 2018",2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.",life,tt8634208,tvEpisode,Life,Life,2018.0,Documentary,,,life
s4649,TV Show,If I were an Animal,,"Zachary Young, Fleur Delahunty",,"September 11, 2018",2018,TV-G,1 Season,"Docuseries, Kids' TV, Science & Nature TV","Curious kids Emma and her big brother Tim observe different animals as they make their way through various life milestones, from birth to adulthood.",if i were an animal,tt32896588,tvSeries,If I Were an Animal,If I Were an Animal,2018.0,Documentary,,,if i were an animal
s4650,Movie,The Resistance Banker,Joram Lürsen,"Barry Atsma, Jacob Derwig, Pierre Bokma, Jaap Spijkers, Raymond Thiry, Fockeline Ouwerkerk, Matteo van der Grijn, Jochum ten Haaf, Peter Jordan, Götz Schubert",Netherlands,"September 11, 2018",2018,TV-MA,123 min,"Dramas, International Movies","Risking his family and future, a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance.",the resistance banker,tt4610378,movie,The Resistance Banker,Bankier van het verzet,2018.0,"Biography,Drama,War",6.9,11351.0,the resistance banker
s4655,TV Show,First and Last,,,,"September 7, 2018",2018,TV-MA,1 Season,Docuseries,Take an intimate look at the emotionally charged first and last days of new and soon-to-be released inmates at Georgia's Gwinnett County Jail.,first and last,tt8893502,tvSeries,First and Last,First and Last,2018.0,Documentary,6.7,522.0,first and last
s4660,Movie,The Most Assassinated Woman in the World,Franck Ribière,"Anna Mouglalis, Niels Schneider, André Wilms, Michel Fau, Sissi Duparc, Jean-Michel Balthazar, Julie Recoing, Eric Godon, Maya Coline, Constance Dollé","Belgium, United Kingdom, United States","September 7, 2018",2018,TV-MA,102 min,"Dramas, International Movies, Thrillers","In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past.",the most assassinated woman in the world,tt6186696,movie,The Most Assassinated Woman in the World,La femme la plus assassinée du monde,2018.0,"Biography,Drama,Mystery",5.4,1236.0,the most assassinated woman in the world
s4671,TV Show,Sisters,,"Lucy Durack, Antonia Prebble, Maria Angelico, Dan Spielman, Charlie Garber, Lindsay Farris, Zindzi Okenyo, Catherine McClements, Roy Billing, Magda Szubanski",Australia,"September 1, 2018",2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.,sisters,tt7236938,tvSeries,Sisters,Sisters,2018.0,Documentary,,,sisters
s4671,TV Show,Sisters,,"Lucy Durack, Antonia Prebble, Maria Angelico, Dan Spielman, Charlie Garber, Lindsay Farris, Zindzi Okenyo, Catherine McClements, Roy Billing, Magda Szubanski",Australia,"September 1, 2018",2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.,sisters,tt8481760,short,Sisters,Sisters,2018.0,"Drama,Family,Short",,,sisters
s4671,TV Show,Sisters,,"Lucy Durack, Antonia Prebble, Maria Angelico, Dan Spielman, Charlie Garber, Lindsay Farris, Zindzi Okenyo, Catherine McClements, Roy Billing, Magda Szubanski",Australia,"September 1, 2018",2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.,sisters,tt8780940,short,Sisters,Sestre,2018.0,"Documentary,Short",7.4,6.0,sisters
s4671,TV Show,Sisters,,"Lucy Durack, Antonia Prebble, Maria Angelico, Dan Spielman, Charlie Garber, Lindsay Farris, Zindzi Okenyo, Catherine McClements, Roy Billing, Magda Szubanski",Australia,"September 1, 2018",2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.,sisters,tt9048972,movie,Sisters,Sisters,2018.0,"Biography,Comedy,Documentary",,,sisters
